make;model;year;mileage;engine_power;fuel_type;gearbox;price
peugeot;508;2021;161437;130;diesel;automatic;33900
suzuki;vitara;2015;177709;120;diesel;manual;46800
toyota;yaris-cross;2022;144443;116;hybrid;automatic;77900
audi;a6-limousine;2011;215000;170;petrol;manual;24800
renault;clio;2020;32469;100;petrol;manual;46200
nissan;qashqai;2018;142500;163;petrol;manual;68900
mazda;cx-5;2022;27400;194;petrol;automatic;109999
renault;trafic;2016;176826;125;diesel;manual;60900
volkswagen;passat;2021;52100;190;petrol;automatic;113900
toyota;corolla;2021;140280;98;hybrid;automatic;67800
ford;focus;2018;109000;105;petrol;manual;38900
peugeot;308;2015;236873;120;diesel;automatic;23900
jeep;compass;2022;90996;130;petrol;automatic;87900
ford;kuga;2019;150000;120;diesel;automatic;59900
volvo;xc-40;2020;142000;163;petrol;automatic;89900
volkswagen;touran;2010;280500;105;diesel;automatic;17800
opel;astra;2013;220000;110;diesel;manual;17800
ford;c-max;2006;163000;109;diesel;manual;5500
hyundai;i40;2015;199730;115;diesel;manual;32000
mercedes-benz;glc;2018;166258;170;diesel;automatic;125000
peugeot;208;2018;108999;110;petrol;automatic;20900
bmw;seria-2;2017;239000;190;diesel;automatic;49900
suzuki;swace;2024;24030;140;hybrid;automatic;99900
audi;s5;2010;197000;354;petrol;automatic;47900
kia;soul;2009;144000;124;petrol;manual;14900
skoda;octavia;2011;235500;152;petrol;manual;17800
bmw;6gt;2019;216000;286;diesel;automatic;166000
mercedes-benz;slk;2007;120000;163;petrol;manual;42000
suzuki;swift;2024;12000;83;petrol;manual;73000
skoda;kodiaq;2017;138303;150;diesel;automatic;87788
cupra;terramar;2024;16561;150;petrol;automatic;157500
opel;astra;2014;179336;140;petrol;manual;23900
toyota;aygo;2012;29000;68;petrol;manual;19900
honda;insight;2010;282464;98;hybrid;automatic;8900
nissan;qashqai;2016;179957;130;diesel;automatic;45900
opel;mokka;2023;43100;130;petrol;automatic;49900
ford;mondeo;2018;167673;160;petrol;manual;53900
jaguar;e-pace;2017;55364;249;petrol;automatic;96000
ram;1500;2021;139500;401;petrol-lpg;automatic;187900
audi;a3-sportback;2005;364594;140;diesel;manual;12000
opel;mokka-x;2017;158450;140;petrol;manual;47900
mazda;6;2011;224000;120;petrol;manual;21700
bmw;seria-2;2015;168000;150;diesel;automatic;43900
ford;c-max;2017;136000;125;petrol;manual;28950
volvo;xc-60;2016;192000;150;diesel;manual;64900
toyota;auris;2007;183500;126;diesel;manual;9500
kia;optima;2012;204556;136;diesel;automatic;35900
volkswagen;passat;2023;38650;280;petrol;automatic;128900
hyundai;i30;2015;159000;110;diesel;manual;29900
mercedes-benz;glc;2018;96300;170;diesel;automatic;122000
volvo;v40;2015;158300;120;diesel;manual;27900
renault;clio;2018;60500;90;petrol;manual;38130
lexus;lbx;2024;16700;136;hybrid;automatic;139500
hyundai;i30;2017;234682;100;petrol;manual;24900
toyota;camry;2020;122466;218;hybrid;automatic;94900
toyota;proace-verso;2020;75960;150;diesel;manual;116900
kia;sportage;2013;153000;183;diesel;automatic;46500
kia;ceed;2007;220000;109;petrol-lpg;manual;9000
kia;sorento;2021;16979;188;petrol;automatic;108900
mercedes-benz;cla;2020;227000;116;diesel;automatic;68900
audi;a4-avant;2016;129662;190;diesel;automatic;68900
bmw;x5;2011;170000;245;diesel;automatic;50000
audi;a4-limousine;2020;89000;265;petrol;automatic;109900
volkswagen;scirocco;2009;177300;200;petrol;manual;25900
bmw;seria-1;2004;239516;150;petrol;manual;13700
seat;arona;2024;19815;110;petrol;automatic;82900
skoda;kamiq;2022;30950;150;petrol;automatic;89900
honda;hr-v;2019;58650;182;petrol;automatic;82900
toyota;yaris-cross;2024;38600;116;hybrid;automatic;64900
kia;xceed;2020;68350;120;petrol;manual;58900
dacia;dokker;2015;261000;75;diesel;manual;12900
bmw;seria-3;2006;197000;129;petrol;manual;11000
bmw;seria-3;2017;143000;252;petrol;automatic;67900
volkswagen;touran;2020;243000;150;petrol;manual;53000
opel;astra;2013;261200;115;petrol;manual;14500
kia;ceed;2012;231000;90;petrol;manual;17900
cupra;cupra-formentor;2023;28751;150;petrol;automatic;129900
seat;toledo;2015;161529;90;petrol;manual;24900
skoda;superb;2025;14345;193;diesel;automatic;189900
renault;scenic;2016;130000;110;diesel;automatic;39900
jeep;grand-cherokee;2021;99000;300;petrol-lpg;automatic;128900
volvo;xc-60;2012;257000;163;diesel;manual;35800
mercedes-benz;gla;2024;10275;163;petrol;automatic;198900
nissan;juke;2011;258223;110;diesel;manual;14700
nissan;primera;2005;262670;116;petrol;manual;7500
volkswagen;arteon-shooting-brake;2021;56931;150;diesel;automatic;139900
citroen;ds4;2011;180337;163;diesel;manual;24000
ford;focus;2022;201000;150;diesel;manual;44000
ds-automobiles;ds-7-crossback;2025;11381;225;plugin-hybrid;automatic;94500
opel;astra;2017;175000;110;diesel;manual;39900
hyundai;i20;2022;69000;100;petrol;manual;64900
skoda;superb;2023;87000;200;diesel;automatic;110000
dacia;duster;2015;138000;105;petrol;manual;39900
renault;kadjar;2017;92000;130;petrol;manual;47800
bmw;seria-7;2006;241000;367;petrol-lpg;automatic;20900
citroen;c3;2019;43900;83;petrol;manual;32500
volvo;v60;2025;23559;197;petrol;automatic;179900
mercedes-benz;klasa-e;2023;44374;200;diesel;automatic;189900
volkswagen;tiguan;2014;119000;140;diesel;automatic;46900
volvo;xc-60;2008;309000;185;diesel;manual;34900
jeep;renegade;2021;140000;150;petrol;automatic;63000
volvo;xc-60;2023;50058;253;plugin-hybrid;automatic;194900
kia;sportage;2011;210000;135;petrol;manual;29500
suzuki;alto;2012;184000;68;petrol;manual;7900
skoda;kodiaq;2025;33850;150;diesel;automatic;161900
ssangyong;musso;2023;38500;202;diesel;automatic;107900
bmw;seria-7;2018;180258;320;diesel;automatic;179000
opel;combo;2021;153000;102;diesel;manual;58900
mercedes-benz;cla;2016;194000;156;petrol;manual;55000
opel;corsa;2014;55000;85;petrol;manual;24999
citroen;c3;2024;15000;113;electric;automatic;69900
honda;civic;2015;223646;120;diesel;manual;39900
nissan;micra;2019;74600;90;petrol;manual;29500
seat;mii;2012;173000;75;petrol;manual;14900
ssangyong;tivoli-grand;2022;72805;163;petrol;automatic;69000
volkswagen;touran;2023;140543;150;diesel;automatic;106900
seat;ateca;2022;41900;150;diesel;automatic;79999
opel;mokka;2014;150000;131;diesel;manual;35800
toyota;yaris;2014;131000;99;petrol;manual;34750
hyundai;i30;2017;124000;120;petrol;manual;33900
kia;sportage;2019;17000;132;petrol;manual;72900
peugeot;2008;2020;98000;130;petrol;automatic;64900
volvo;s80;2012;260000;215;diesel;automatic;34900
renault;captur;2015;192000;90;petrol;manual;29900
audi;a3-sportback;2024;27104;150;petrol;automatic;114900
mercedes-benz;klasa-c;2017;214789;136;diesel;automatic;44500
kia;sportage;2016;146000;116;diesel;manual;52800
seat;leon;2017;168521;150;diesel;manual;52400
opel;vivaro;2003;384000;100;diesel;manual;16900
renault;scenic;2017;72000;110;diesel;automatic;49900
ford;mondeo;2015;213032;150;diesel;manual;30900
nissan;qashqai;2011;158000;116;petrol;manual;27990
jaguar;xjr;2004;196000;395;petrol;automatic;59000
renault;koleos;2021;97880;184;diesel;automatic;102000
kia;ceed;2023;45000;120;petrol;manual;69900
peugeot;208;2017;82000;82;petrol;manual;32900
audi;a3-sportback;2023;27756;150;plugin-hybrid;automatic;129900
opel;astra;2018;97544;125;petrol;manual;49900
volkswagen;tiguan;2013;190000;110;diesel;manual;39900
opel;zafira;2012;148000;115;petrol;manual;29900
mercedes-benz;gla;2018;143898;122;petrol;manual;71400
volkswagen;arteon;2018;149000;240;diesel;automatic;94000
lexus;ux;2020;74071;184;hybrid;automatic;91500
opel;corsa;2015;158000;100;petrol;manual;24900
skoda;octavia;2017;233500;150;diesel;manual;39500
alfa-romeo;giulietta;2014;171800;240;petrol;automatic;58999
bmw;seria-4;2023;79000;190;diesel;automatic;179900
toyota;hilux;2023;59473;204;diesel;manual;167900
mercedes-benz;klasa-c;2014;186370;184;petrol;automatic;63500
seat;arona;2021;8800;110;petrol;automatic;69900
volvo;xc-60;2019;64670;190;petrol;automatic;116899
volkswagen;polo;2011;206000;180;petrol;automatic;28000
land-rover;discovery-sport;2019;144982;150;diesel;automatic;73900
opel;corsa;2014;190000;87;petrol-lpg;manual;18900
ford;b-max;2014;167000;100;petrol;manual;19900
hyundai;tucson;2017;143534;132;petrol;manual;57900
ford;edge;2019;139000;238;diesel;automatic;99900
jaguar;e-pace;2019;148796;200;petrol;automatic;71900
honda;cr-v;2018;96356;155;petrol;manual;90400
bmw;x4;2019;135997;231;diesel;automatic;127400
hyundai;tucson;2019;104017;132;petrol;manual;69900
hyundai;i30;2022;77631;110;petrol;manual;53900
ford;s-max;2013;188450;140;diesel;manual;40300
kia;ceed;2024;42800;140;petrol;manual;91900
fiat;500;2023;31664;70;petrol;manual;54900
opel;astra;2007;238300;105;petrol;manual;6500
opel;corsa;2020;30000;136;electric;automatic;51950
citroen;c5x;2022;85357;224;plugin-hybrid;automatic;83500
jeep;patriot;2014;179500;170;petrol-lpg;automatic;38000
bmw;seria-1;2017;153000;116;diesel;manual;39900
bmw;x3;2005;223000;231;petrol;automatic;25700
alfa-romeo;stelvio;2022;53511;2800;petrol;automatic;169000
toyota;corolla;2022;55643;121;petrol;manual;64900
jeep;grand-cherokee;2006;285000;217;diesel;automatic;37000
toyota;aygo-x;2022;104739;72;petrol;automatic;53900
citroen;c3;2012;97200;95;petrol;automatic;21900
porsche;718-cayman;2017;134000;300;petrol;automatic;169000
toyota;yaris;2010;98407;99;petrol;manual;20000
citroen;c3-aircross;2020;55000;110;petrol;manual;39900
seat;arona;2021;20000;110;petrol;manual;64900
mercedes-benz;klasa-a;2006;87000;95;petrol;automatic;13500
bmw;x5;2012;187000;306;diesel;automatic;54900
skoda;fabia;2010;230000;70;petrol;manual;6500
volkswagen;golf;2018;83000;130;petrol;manual;66900
skoda;octavia;2015;255700;110;petrol;manual;27900
opel;insignia;2017;206445;260;petrol;automatic;49900
toyota;prius;2004;127000;78;petrol-lpg;automatic;6800
ford;focus;2021;81000;280;petrol;automatic;99000
volkswagen;polo;2012;182000;105;diesel;manual;15700
audi;q5;2008;389000;170;diesel;manual;42000
ford;focus;2013;100425;100;petrol;manual;23900
mazda;cx-5;2014;191581;150;diesel;manual;38900
toyota;rav4;2016;78384;155;hybrid;automatic;89900
audi;q3;2022;133000;190;petrol;automatic;99900
jaguar;xf;2008;220000;207;diesel;automatic;15995
audi;q3;2016;165500;220;petrol;automatic;59000
volvo;xc-90;2013;157000;238;petrol;automatic;27900
opel;astra;2016;155276;136;diesel;manual;14700
ford;kuga;2011;218000;140;diesel;manual;23900
skoda;octavia;2023;50450;150;petrol;manual;77800
volkswagen;transporter;2017;270000;150;diesel;manual;63900
fiat;tipo;2020;231000;120;diesel;manual;29999
land-rover;range-rover-sport;2018;186353;525;petrol;automatic;178900
opel;mokka;2014;166620;130;diesel;manual;32900
skoda;kodiaq;2020;70946;150;petrol;automatic;89900
peugeot;partner;2018;209000;99;diesel;manual;27500
bmw;3gt;2016;183000;190;diesel;manual;49900
opel;insignia;2021;148000;174;diesel;manual;58900
bmw;seria-5;2017;207818;190;diesel;automatic;72900
nissan;qashqai;2018;147000;115;petrol;manual;51900
peugeot;308;2016;69000;115;petrol;manual;33900
toyota;yaris;2014;129000;69;petrol;manual;26900
volvo;v60;2019;162611;190;diesel;automatic;45900
audi;a4-avant;2018;108000;190;diesel;manual;56000
bmw;seria-5;2011;259000;218;diesel;automatic;45799
opel;astra;2012;172000;180;petrol;manual;21999
ford;kuga;2014;202453;136;diesel;manual;43700
mercedes-benz;klasa-c;2023;67000;163;diesel;automatic;119900
skoda;octavia;2014;334000;184;diesel;automatic;42600
nissan;qashqai;2014;201000;110;diesel;manual;33900
dodge;journey;2018;137818;283;petrol;automatic;57000
seat;ibiza;2019;46000;95;petrol;manual;44900
fiat;qubo;2009;249686;73;petrol-lpg;manual;14999
renault;clio;2024;73935;90;petrol;manual;56900
mercedes-benz;klasa-c;2009;187000;155;petrol;manual;27900
ford;fiesta;2009;140000;68;diesel;manual;11250
hyundai;tucson;2017;169000;115;diesel;manual;54900
citroen;c4;2009;160900;88;petrol;manual;7800
bmw;seria-5;2010;312000;184;diesel;automatic;38500
kia;sorento;2016;310000;185;diesel;automatic;39900
kia;sportage;2008;335828;142;petrol-lpg;automatic;7900
land-rover;range-rover-evoque;2023;45390;200;petrol;automatic;199900
citroen;c3;2022;84000;83;petrol;manual;38000
mitsubishi;outlander;2017;113990;150;petrol;automatic;69900
audi;a4-limousine;2013;198244;177;diesel;automatic;44500
bmw;seria-3;2021;74000;184;petrol;automatic;88900
fiat;124-spider;2017;141600;170;petrol;manual;56900
opel;vectra;2007;195000;155;petrol;manual;5200
seat;ibiza;2013;99989;70;petrol;manual;21900
dacia;duster;2021;107500;90;petrol-lpg;manual;38850
suzuki;grand-vitara;2007;158000;140;petrol;manual;33900
opel;insignia;2017;183213;170;diesel;automatic;38900
volkswagen;caddy;2014;193582;86;petrol;manual;26900
skoda;kamiq;2023;46054;110;petrol;automatic;79900
jaguar;f-pace;2017;119352;180;diesel;automatic;69900
mazda;cx-3;2016;118800;150;petrol;manual;49400
toyota;corolla;2023;71940;116;petrol;automatic;103900
citroen;c5-aircross;2020;105000;130;diesel;automatic;65900
cupra;cupra-formentor;2023;35541;150;hybrid;automatic;109900
hyundai;i30;2023;103770;160;petrol;automatic;72900
seat;leon;2016;196000;184;diesel;automatic;50150
audi;q5-sportback;2022;140000;299;plugin-hybrid;automatic;139900
opel;astra;2011;161000;115;petrol;manual;17900
dacia;duster;2012;185000;110;diesel;manual;24900
dacia;sandero;2024;59387;90;petrol-lpg;manual;50900
bmw;z4;2010;74325;340;petrol;manual;109900
ford;mondeo;2013;340000;140;diesel;manual;10000
bmw;x6;2018;124221;313;diesel;automatic;164900
omoda;5;2024;21383;147;petrol;automatic;83819
bmw;seria-5;2015;277000;190;diesel;automatic;51660
lexus;gs;1994;280000;219;petrol;automatic;12000
chrysler;pacifica;2023;97445;291;petrol;automatic;159900
skoda;citigo;2018;125000;75;petrol;manual;18999
mazda;3;2013;153470;120;petrol;manual;39900
ford;c-max;2014;174000;100;petrol;manual;16900
hyundai;elantra;2018;133200;128;petrol;manual;50000
volkswagen;golf;2014;191000;85;petrol;manual;29500
mini;one;2016;114186;102;petrol;manual;35500
renault;express;2022;97800;130;petrol;manual;46815
skoda;octavia;2022;180000;150;diesel;manual;46100
lexus;es;2019;35311;218;hybrid;automatic;169900
seat;leon;2013;187000;122;petrol;manual;34444
toyota;yaris;2025;10304;116;hybrid;automatic;91900
citroen;c4;2023;40004;136;electric;automatic;79900
citroen;c3-picasso;2010;229000;120;petrol;manual;8900
toyota;proace-city-verso;2024;19785;130;diesel;manual;109000
nissan;micra;2009;78000;65;petrol;manual;10999
toyota;yaris;2023;56318;116;hybrid;automatic;71900
citroen;c5;2017;289000;180;diesel;automatic;35900
kia;picanto;2024;7400;67;petrol;automatic;49900
mazda;6;2014;170000;165;petrol;manual;44900
audi;a6-avant;2022;142000;265;petrol;automatic;124899
toyota;yaris-cross;2024;19049;116;hybrid;automatic;104900
maxus;euniq-6;2022;54324;176;electric;automatic;112900
skoda;rapid;2014;292728;105;diesel;manual;18000
toyota;yaris-cross;2023;59042;116;hybrid;automatic;108900
toyota;corolla;2023;68958;140;hybrid;automatic;96900
audi;a3-sportback;2020;57920;150;petrol;automatic;85000
hyundai;santa-fe;2020;128000;185;diesel;automatic;114900
suzuki;swift;2024;31423;83;petrol;manual;74900
volkswagen;tiguan;2021;133335;190;petrol;automatic;123900
opel;mokka;2025;8210;136;hybrid;automatic;109900
ford;kuga;2016;212000;120;diesel;manual;34900
opel;mokka;2025;19494;130;petrol;automatic;97900
peugeot;3008;2023;39784;130;diesel;automatic;116900
mini;cooper-s;2017;73000;192;petrol;automatic;21000
volkswagen;golf;2019;80000;300;petrol;manual;82900
opel;astra;2025;16198;180;hybrid;automatic;107900
kia;picanto;2011;200000;69;petrol;manual;11600
renault;scenic;2017;129098;160;diesel;automatic;51900
toyota;yaris;2023;53348;92;hybrid;automatic;89900
toyota;corolla;2005;280000;90;diesel;manual;10000
hyundai;kona;2021;197771;120;petrol;manual;49900
ford;focus;2008;201000;109;diesel;manual;9900
opel;mokka;2018;116000;140;petrol-lpg;manual;24800
skoda;octavia;2024;16066;150;diesel;automatic;164900
volkswagen;passat;2013;248132;177;diesel;manual;31000
bmw;seria-5;2019;41154;252;plugin-hybrid;automatic;98500
kia;sportage;2017;181000;115;diesel;manual;53500
renault;clio;2020;240000;100;petrol-lpg;manual;26750
skoda;octavia;2023;66700;200;diesel;automatic;114542
ford;focus;2015;337275;115;diesel;manual;22900
ford;focus;2009;220000;109;diesel;manual;9600
hyundai;i30;2018;230110;95;diesel;manual;34900
mercedes-benz;klasa-b;2015;210000;109;diesel;automatic;38900
mercedes-benz;klasa-a;2017;90000;381;petrol;automatic;114900
peugeot;2008;2021;149208;130;diesel;automatic;65900
opel;mokka;2016;27000;115;petrol;manual;48700
nissan;navara;2011;302694;190;diesel;manual;15000
kia;sportage;2023;27450;150;petrol;manual;107900
bmw;x1;2017;80000;150;diesel;automatic;81900
chevrolet;aveo;2010;65500;84;petrol;manual;10999
ford;kuga;2018;258600;150;diesel;manual;52900
volkswagen;taigo;2022;27300;150;petrol;automatic;96900
bmw;seria-3;2019;102695;150;diesel;automatic;71900
land-rover;range-rover;2017;124000;340;diesel;automatic;139900
skoda;octavia;2023;91100;150;petrol;automatic;89900
skoda;octavia;2020;129100;116;diesel;manual;69900
mercedes-benz;klasa-s;2013;219000;456;petrol;automatic;71900
kia;sportage;2023;24758;150;petrol;manual;97900
ford;focus;2019;71000;125;petrol;manual;43900
audi;a3-sportback;2016;171000;110;diesel;manual;44500
toyota;corolla;2022;210600;184;hybrid;automatic;68900
suzuki;swift;2020;19450;90;petrol;automatic;59900
volkswagen;golf;2016;198000;150;diesel;automatic;31900
citroen;c3;2017;85067;82;petrol;manual;32900
hyundai;i30;2024;25320;140;petrol;automatic;84900
citroen;c5;2017;175000;150;diesel;manual;39999
mini;countryman;2018;192000;192;petrol;automatic;58900
toyota;c-hr;2023;16322;197;hybrid;automatic;149900
skoda;citigo;2016;151792;75;petrol;manual;27900
citroen;c4-cactus;2017;132000;99;diesel;manual;14999
toyota;rav4;2017;127100;197;hybrid;automatic;94900
opel;astra;2006;165000;90;petrol;manual;8000
seat;arona;2022;30995;110;petrol;automatic;76900
ford;focus;2021;166000;125;petrol;manual;35600
renault;megane;2022;7110;218;electric;automatic;114990
land-rover;discovery-sport;2016;189363;150;diesel;automatic;49900
renault;koleos;2019;116200;177;diesel;automatic;63000
mercedes-benz;cla;2015;108688;156;petrol;automatic;69900
jaguar;xf;2016;176325;163;diesel;automatic;48900
bmw;seria-3;2015;250000;163;diesel;automatic;40000
opel;insignia;2019;193252;136;diesel;manual;34900
bmw;x2;2022;150000;192;petrol;automatic;89900
opel;astra;2023;24800;130;petrol;automatic;79500
skoda;citigo;2019;73500;60;petrol;manual;31800
renault;espace;2012;241730;130;diesel;manual;19111
ford;galaxy;2007;223000;140;diesel;manual;16100
audi;a6-limousine;2022;142000;204;diesel;automatic;125837
kia;pro-ceed;2020;86800;140;petrol;automatic;84900
suzuki;swift;2024;29108;83;petrol;manual;74900
opel;astra;2014;245048;115;petrol;manual;11700
opel;insignia;2011;332808;130;diesel;automatic;14145
volkswagen;tiguan;2012;339000;170;diesel;manual;31500
mercedes-benz;klasa-b;2014;177000;109;diesel;manual;41999
hyundai;tucson;2020;225600;185;diesel;automatic;64900
